Neighborhood,prices,year,month,total crime,violent crime,drug crime,housing crime,price classified
Roslindale,424760.0,2015,10,228,20,18,13,low
Roslindale,427513.0,2015,11,203,27,7,11,low
Roslindale,430835.0,2015,12,204,28,5,8,low
Roslindale,437606.0,2016,1,230,25,18,9,low
Roslindale,440953.0,2016,2,204,23,9,8,low
Roslindale,446720.0,2016,3,220,27,13,11,low
Roslindale,448868.0,2016,4,219,38,15,12,low
Roslindale,452352.0,2016,5,244,38,14,12,low
Roslindale,454174.0,2016,6,253,47,13,8,low
Roslindale,455775.0,2016,7,264,47,6,8,low
Roslindale,458358.0,2016,8,267,36,25,6,low
Roslindale,460299.0,2016,9,223,29,14,8,low
Roslindale,462918.0,2016,10,213,30,6,6,low
Roslindale,466632.0,2016,11,211,26,4,13,low
Roslindale,468085.0,2016,12,200,26,3,7,low
Roslindale,469342.0,2017,1,215,26,5,5,low
Roslindale,472035.0,2017,2,193,13,3,7,low
Roslindale,477154.0,2017,3,236,28,16,7,low
Roslindale,483308.0,2017,4,254,41,10,16,low
Roslindale,487683.0,2017,5,240,28,17,9,low
Roslindale,493120.0,2017,6,275,38,11,17,low
Roslindale,499044.0,2017,7,269,38,7,16,low
Roslindale,504177.0,2017,8,226,39,5,7,medium
Roslindale,506427.0,2017,9,237,38,0,17,medium
Roslindale,506945.0,2017,10,270,37,6,14,medium
Roslindale,508819.0,2017,11,230,30,4,4,medium
Roslindale,511152.0,2017,12,199,30,2,7,medium
Roslindale,515105.0,2018,1,230,29,15,12,medium
Roslindale,518641.0,2018,2,226,39,8,10,medium
Roslindale,522075.0,2018,3,214,34,3,6,medium
Roslindale,525731.0,2018,4,213,37,5,15,medium
Roslindale,530657.0,2018,5,239,34,3,6,medium
Roslindale,535771.0,2018,6,230,36,8,8,medium
Roslindale,539504.0,2018,7,237,35,12,7,medium
Roslindale,541806.0,2018,8,255,23,6,9,medium
Roslindale,544273.0,2018,9,239,25,6,9,medium
Roslindale,547045.0,2018,10,225,37,3,10,medium
Roslindale,549880.0,2018,11,183,19,3,6,medium
Roslindale,552396.0,2018,12,214,30,9,4,medium
Roslindale,560815.0,2019,9,3,0,0,0,medium
Roslindale,561846.0,2019,10,171,15,3,7,medium
Roslindale,559897.0,2019,11,158,11,5,12,medium
Roslindale,558855.0,2019,12,146,15,2,6,medium
Roslindale,558965.0,2020,1,166,9,3,9,medium
Roslindale,562013.0,2020,2,142,10,0,5,medium
Roslindale,565272.0,2020,3,134,13,0,6,medium
Roslindale,567060.0,2020,4,118,6,0,8,medium
Roslindale,567851.0,2020,5,143,9,3,3,medium
Roslindale,567548.0,2020,6,168,25,0,9,medium
Roslindale,569841.0,2020,7,115,13,1,3,medium
Roslindale,575848.0,2020,8,152,20,0,3,medium
Roslindale,586309.0,2020,9,147,7,0,9,medium
Roslindale,594814.0,2020,10,135,17,3,1,medium
Roslindale,600242.0,2020,11,139,5,2,8,medium
Roslindale,600603.0,2020,12,149,7,1,11,medium
Roslindale,601448.0,2021,1,148,11,2,7,medium
Roslindale,604102.0,2021,2,104,5,2,3,medium
Roslindale,606060.0,2021,3,132,9,5,9,medium
Roslindale,611459.0,2021,4,133,7,2,4,medium
Roslindale,616989.0,2021,5,156,14,4,6,medium
Roslindale,625499.0,2021,6,136,11,2,2,medium
Roslindale,631653.0,2021,7,137,4,2,2,medium
Roslindale,635676.0,2021,8,135,8,2,5,medium
Roslindale,636664.0,2021,9,150,14,1,5,medium
Roxbury,363875.0,2015,6,548,86,27,33,low
Roxbury,369939.0,2015,7,1084,177,87,55,low
Roxbury,374039.0,2015,8,1028,153,86,70,low
Roxbury,378090.0,2015,9,1014,171,79,54,low
Roxbury,383355.0,2015,10,1067,172,91,59,low
Roxbury,389972.0,2015,11,977,170,55,71,low
Roxbury,398436.0,2015,12,1007,178,61,61,low
Roxbury,402617.0,2016,1,957,137,54,37,low
Roxbury,402872.0,2016,2,880,142,61,50,low
Roxbury,402165.0,2016,3,966,159,74,41,low
Roxbury,399423.0,2016,4,945,164,59,45,low
Roxbury,398813.0,2016,5,1073,189,70,44,low
Roxbury,402738.0,2016,6,1037,162,51,41,low
Roxbury,408146.0,2016,7,1020,158,46,52,low
Roxbury,415596.0,2016,8,1075,176,57,55,low
Roxbury,417588.0,2016,9,1007,156,55,47,low
Roxbury,422058.0,2016,10,1018,176,70,36,low
Roxbury,424028.0,2016,11,950,156,61,52,low
Roxbury,424615.0,2016,12,995,139,48,56,low
Roxbury,424600.0,2017,1,974,145,64,33,low
Roxbury,427399.0,2017,2,878,117,46,47,low
Roxbury,432025.0,2017,3,1055,141,71,47,low
Roxbury,437399.0,2017,4,973,135,37,40,low
Roxbury,439166.0,2017,5,1075,171,57,30,low
Roxbury,439764.0,2017,6,1135,186,42,42,low
Roxbury,440818.0,2017,7,1093,154,60,51,low
Roxbury,444729.0,2017,8,1097,165,70,48,low
Roxbury,448975.0,2017,9,1085,188,65,39,low
Roxbury,450747.0,2017,10,1079,177,79,52,low
Roxbury,453264.0,2017,11,972,154,62,38,low
Roxbury,454563.0,2017,12,919,154,32,27,low
Roxbury,458263.0,2018,1,937,147,59,44,low
Roxbury,461277.0,2018,2,827,116,73,26,low
Roxbury,466592.0,2018,3,984,164,50,38,low
Roxbury,469946.0,2018,4,1033,183,69,32,low
Roxbury,472152.0,2018,5,1065,215,58,46,low
Roxbury,471678.0,2018,6,1096,182,59,61,low
Roxbury,473987.0,2018,7,1096,183,82,41,low
Roxbury,476300.0,2018,8,1086,158,52,42,low
Roxbury,480530.0,2018,9,1111,171,82,35,low
Roxbury,481473.0,2018,10,1014,173,69,41,low
Roxbury,482724.0,2018,11,915,125,42,33,low
Roxbury,483764.0,2018,12,972,162,44,46,low
Roxbury,486038.0,2019,9,65,10,2,9,low
Roxbury,486404.0,2019,10,909,98,61,66,low
Roxbury,486143.0,2019,11,912,90,47,71,low
Roxbury,485510.0,2019,12,741,65,19,76,low
Roxbury,488222.0,2020,1,891,81,35,72,low
Roxbury,493056.0,2020,2,827,67,48,74,low
Roxbury,499188.0,2020,3,749,65,44,44,low
Roxbury,504036.0,2020,4,569,54,13,38,medium
Roxbury,507869.0,2020,5,708,71,27,34,medium
Roxbury,508883.0,2020,6,795,82,10,43,medium
Roxbury,510492.0,2020,7,830,97,20,49,medium
Roxbury,514126.0,2020,8,839,76,27,57,medium
Roxbury,520060.0,2020,9,850,85,26,61,medium
Roxbury,525027.0,2020,10,797,77,26,50,medium
Roxbury,528267.0,2020,11,653,61,25,38,medium
Roxbury,530726.0,2020,12,708,68,19,39,medium
Roxbury,533879.0,2021,1,624,54,20,34,medium
Roxbury,539278.0,2021,2,588,46,9,51,medium
Roxbury,540761.0,2021,3,696,60,23,37,medium
Roxbury,545390.0,2021,4,680,45,15,31,medium
Roxbury,549427.0,2021,5,748,77,11,40,medium
Roxbury,556752.0,2021,6,775,71,19,52,medium
Roxbury,561422.0,2021,7,773,82,15,40,medium
Roxbury,562055.0,2021,8,800,59,22,38,medium
Roxbury,559286.0,2021,9,750,67,7,38,medium
South Boston,563597.0,2015,6,226,31,1,22,medium
South Boston,575012.0,2015,7,476,65,19,27,medium
South Boston,585242.0,2015,8,481,62,39,31,medium
South Boston,597901.0,2015,9,452,54,23,18,medium
South Boston,603391.0,2015,10,436,49,21,27,medium
South Boston,608284.0,2015,11,395,44,29,25,medium
South Boston,614152.0,2015,12,432,43,38,16,medium
South Boston,624591.0,2016,1,402,56,12,16,medium
South Boston,628743.0,2016,2,415,46,42,18,medium
South Boston,634006.0,2016,3,531,78,34,15,medium
South Boston,634449.0,2016,4,381,50,22,16,medium
South Boston,640399.0,2016,5,400,50,20,14,medium
South Boston,645682.0,2016,6,420,60,14,18,medium
South Boston,649397.0,2016,7,433,51,19,15,medium
South Boston,653194.0,2016,8,371,46,18,18,medium
South Boston,655749.0,2016,9,398,41,16,11,medium
South Boston,661201.0,2016,10,440,57,18,16,medium
South Boston,668676.0,2016,11,380,42,11,23,medium
South Boston,671811.0,2016,12,395,55,15,29,medium
South Boston,672589.0,2017,1,399,50,34,20,medium
South Boston,675028.0,2017,2,316,46,11,21,medium
South Boston,681196.0,2017,3,408,46,19,23,medium
South Boston,691144.0,2017,4,450,68,16,27,medium
South Boston,697342.0,2017,5,414,55,16,21,medium
South Boston,703608.0,2017,6,491,64,16,31,medium
South Boston,708140.0,2017,7,426,52,27,21,medium
South Boston,712897.0,2017,8,449,58,22,28,medium
South Boston,714659.0,2017,9,490,60,14,36,medium
South Boston,715191.0,2017,10,475,67,27,22,medium
South Boston,716136.0,2017,11,359,42,14,24,medium
South Boston,717811.0,2017,12,395,43,28,28,medium
South Boston,721220.0,2018,1,450,51,27,22,medium
South Boston,726494.0,2018,2,387,49,18,24,medium
South Boston,733359.0,2018,3,406,58,17,10,medium
South Boston,739027.0,2018,4,487,71,36,18,medium
South Boston,743342.0,2018,5,443,67,24,19,medium
South Boston,747910.0,2018,6,500,59,32,31,medium
South Boston,752822.0,2018,7,463,65,37,29,medium
South Boston,755401.0,2018,8,599,57,36,21,medium
South Boston,756985.0,2018,9,439,45,29,20,medium
South Boston,757510.0,2018,10,470,58,34,32,medium
South Boston,759651.0,2018,11,470,70,39,26,medium
South Boston,761329.0,2018,12,419,62,23,27,medium
South Boston,762781.0,2019,9,23,0,0,2,medium
South Boston,763786.0,2019,10,386,42,25,34,medium
South Boston,762548.0,2019,11,358,30,13,33,medium
South Boston,762285.0,2019,12,305,17,9,30,medium
South Boston,762859.0,2020,1,329,29,18,30,medium
South Boston,768057.0,2020,2,367,44,15,36,medium
South Boston,773423.0,2020,3,302,26,6,25,medium
South Boston,776202.0,2020,4,229,13,0,29,medium
South Boston,775772.0,2020,5,294,25,3,26,medium
South Boston,772194.0,2020,6,327,25,5,20,medium
South Boston,770640.0,2020,7,330,26,1,23,medium
South Boston,772254.0,2020,8,367,33,4,27,medium
South Boston,778294.0,2020,9,341,23,8,27,medium
South Boston,783602.0,2020,10,439,22,5,45,medium
South Boston,787638.0,2020,11,403,31,6,22,medium
South Boston,789199.0,2020,12,353,23,2,41,medium
South Boston,790326.0,2021,1,314,22,11,23,medium
South Boston,793528.0,2021,2,293,22,8,12,medium
South Boston,793565.0,2021,3,340,24,38,14,medium
South Boston,797009.0,2021,4,373,38,35,20,medium
South Boston,797020.0,2021,5,352,31,30,17,medium
South Boston,803440.0,2021,6,395,34,31,19,high
South Boston,808097.0,2021,7,452,52,20,21,high
South Boston,812233.0,2021,8,424,34,17,31,high
South Boston,810757.0,2021,9,389,24,8,17,high
South End,794833.0,2015,6,192,22,7,18,medium
South End,808243.0,2015,7,371,53,28,31,high
South End,820783.0,2015,8,341,48,22,31,high
South End,835476.0,2015,9,331,39,29,19,high
South End,838442.0,2015,10,336,46,26,34,high
South End,840794.0,2015,11,359,51,27,35,high
South End,848265.0,2015,12,344,47,24,33,high
South End,859958.0,2016,1,289,40,25,15,high
South End,863944.0,2016,2,304,52,29,23,high
South End,867616.0,2016,3,341,57,17,26,high
South End,866553.0,2016,4,272,38,21,23,high
South End,871910.0,2016,5,298,35,18,22,high
South End,874489.0,2016,6,343,50,34,17,high
South End,877276.0,2016,7,288,58,10,25,high
South End,879211.0,2016,8,298,30,12,29,high
South End,880686.0,2016,9,298,40,12,19,high
South End,885327.0,2016,10,339,43,16,27,high
South End,893440.0,2016,11,376,45,12,26,high
South End,897708.0,2016,12,301,38,9,23,high
South End,899113.0,2017,1,348,55,20,28,high
South End,902541.0,2017,2,354,57,12,33,high
South End,911576.0,2017,3,341,41,18,28,high
South End,923781.0,2017,4,288,41,16,19,high
South End,930884.0,2017,5,365,43,35,32,high
South End,937001.0,2017,6,394,42,42,25,high
South End,942438.0,2017,7,391,31,49,26,high
South End,949842.0,2017,8,374,58,34,28,high
South End,952695.0,2017,9,382,63,28,23,high
South End,954928.0,2017,10,361,50,29,18,high
South End,956696.0,2017,11,320,39,21,25,high
South End,960243.0,2017,12,317,74,16,24,high
South End,963485.0,2018,1,340,62,31,21,high
South End,967693.0,2018,2,270,42,18,14,high
South End,974448.0,2018,3,308,54,20,23,high
South End,978979.0,2018,4,320,57,9,23,high
South End,982468.0,2018,5,367,60,22,25,high
South End,984369.0,2018,6,346,44,12,30,high
South End,988318.0,2018,7,334,45,23,25,high
South End,989806.0,2018,8,343,40,16,32,high
South End,989531.0,2018,9,361,54,24,26,high
South End,989493.0,2018,10,334,53,9,35,high
South End,991256.0,2018,11,255,33,13,33,high
South End,992829.0,2018,12,319,58,19,34,high
South End,991531.0,2019,9,30,4,0,8,high
South End,992804.0,2019,10,390,35,12,59,high
South End,991230.0,2019,11,325,31,11,53,high
South End,993034.0,2019,12,338,45,7,64,high
South End,993864.0,2020,1,417,42,17,73,high
South End,1001106.0,2020,2,392,52,11,59,high
South End,1007384.0,2020,3,357,21,6,62,high
South End,1011234.0,2020,4,337,33,2,43,high
South End,1010980.0,2020,5,404,36,3,57,high
South End,1005679.0,2020,6,435,27,4,87,high
South End,1001186.0,2020,7,379,33,3,31,high
South End,999738.0,2020,8,405,41,9,45,high
South End,1003721.0,2020,9,464,36,27,52,high
South End,1009550.0,2020,10,440,29,19,47,high
South End,1013032.0,2020,11,351,32,3,38,high
South End,1013907.0,2020,12,282,14,5,30,high
South End,1013602.0,2021,1,236,21,3,22,high
South End,1016844.0,2021,2,226,19,2,21,high
South End,1015510.0,2021,3,293,23,2,37,high
South End,1018581.0,2021,4,277,26,5,36,high
South End,1018166.0,2021,5,307,33,3,39,high
South End,1025212.0,2021,6,368,29,2,35,high
South End,1028709.0,2021,7,364,30,3,35,high
South End,1031576.0,2021,8,333,20,2,33,high
South End,1027697.0,2021,9,323,31,3,35,high
West End,527699.0,2015,6,59,9,7,3,medium
West End,530300.0,2015,7,83,17,4,8,medium
West End,532215.0,2015,8,71,13,4,5,medium
West End,535152.0,2015,9,96,14,2,9,medium
West End,535125.0,2015,10,86,12,4,5,medium
West End,536065.0,2015,11,71,12,1,6,medium
West End,538586.0,2015,12,90,17,0,10,medium
West End,547659.0,2016,1,98,14,3,11,medium
West End,552819.0,2016,2,72,9,2,4,medium
West End,557460.0,2016,3,110,13,4,9,medium
West End,555768.0,2016,4,76,12,1,4,medium
West End,556735.0,2016,5,88,12,6,6,medium
West End,554654.0,2016,6,88,11,3,6,medium
West End,552592.0,2016,7,75,11,0,6,medium
West End,553855.0,2016,8,82,13,1,3,medium
West End,558454.0,2016,9,69,11,2,8,medium
West End,563730.0,2016,10,80,19,0,4,medium
West End,566941.0,2016,11,82,15,3,3,medium
West End,568609.0,2016,12,89,14,0,6,medium
West End,569024.0,2017,1,98,17,0,6,medium
West End,572050.0,2017,2,87,15,2,3,medium
West End,575000.0,2017,3,91,17,0,2,medium
West End,581313.0,2017,4,95,14,0,4,medium
West End,582948.0,2017,5,75,15,1,3,medium
West End,586104.0,2017,6,61,9,1,2,medium
West End,588177.0,2017,7,98,17,0,4,medium
West End,590421.0,2017,8,89,16,0,3,medium
West End,587739.0,2017,9,95,18,0,12,medium
West End,582913.0,2017,10,108,16,2,2,medium
West End,578656.0,2017,11,115,23,4,8,medium
West End,577130.0,2017,12,105,21,0,3,medium
West End,577222.0,2018,1,133,27,2,9,medium
West End,577995.0,2018,2,84,13,0,2,medium
West End,582626.0,2018,3,87,13,1,7,medium
West End,586430.0,2018,4,120,16,0,3,medium
West End,588455.0,2018,5,104,21,1,4,medium
West End,586658.0,2018,6,80,3,3,3,medium
West End,586960.0,2018,7,86,16,0,10,medium
West End,588238.0,2018,8,85,15,1,5,medium
West End,587977.0,2018,9,96,15,0,2,medium
West End,585918.0,2018,10,101,25,0,6,medium
West End,584819.0,2018,11,99,19,7,6,medium
West End,584966.0,2018,12,75,7,0,2,medium
West End,574215.0,2019,9,6,1,0,1,medium
West End,573189.0,2019,10,99,12,0,4,medium
West End,571575.0,2019,11,95,17,0,7,medium
West End,570028.0,2019,12,82,10,1,6,medium
West End,569917.0,2020,1,77,21,0,5,medium
West End,573128.0,2020,2,77,18,2,4,medium
West End,576533.0,2020,3,54,8,0,2,medium
West End,577216.0,2020,4,30,2,0,1,medium
West End,576713.0,2020,5,46,9,1,0,medium
West End,573662.0,2020,6,45,4,2,5,medium
West End,574081.0,2020,7,54,11,1,2,medium
West End,576730.0,2020,8,69,14,1,5,medium
West End,583507.0,2020,9,63,4,1,2,medium
West End,589827.0,2020,10,53,8,0,1,medium
West End,592919.0,2020,11,44,1,1,1,medium
West End,592935.0,2020,12,57,9,0,2,medium
West End,590361.0,2021,1,59,4,0,2,medium
West End,589567.0,2021,2,54,6,0,4,medium
West End,588387.0,2021,3,73,7,5,2,medium
West End,589430.0,2021,4,93,9,4,3,medium
West End,588808.0,2021,5,93,18,2,2,medium
West End,589647.0,2021,6,60,5,2,4,medium
West End,590252.0,2021,7,72,7,3,2,medium
West End,590236.0,2021,8,88,15,0,4,medium
West End,587207.0,2021,9,78,11,1,1,medium
West Roxbury,473316.0,2015,6,81,9,4,6,low
West Roxbury,478602.0,2015,7,133,7,3,10,low
West Roxbury,482729.0,2015,8,176,27,1,16,low
West Roxbury,487151.0,2015,9,186,17,14,10,low
West Roxbury,488480.0,2015,10,153,13,12,13,low
West Roxbury,489552.0,2015,11,183,15,9,9,low
West Roxbury,492657.0,2015,12,175,21,6,5,low
West Roxbury,500073.0,2016,1,162,13,11,3,medium
West Roxbury,505576.0,2016,2,136,14,15,6,medium
West Roxbury,512222.0,2016,3,170,10,23,4,medium
West Roxbury,516436.0,2016,4,187,27,6,5,medium
West Roxbury,521331.0,2016,5,168,13,15,2,medium
West Roxbury,523748.0,2016,6,187,26,17,11,medium
West Roxbury,524046.0,2016,7,172,12,9,6,medium
West Roxbury,524501.0,2016,8,155,27,11,5,medium
West Roxbury,525372.0,2016,9,177,20,16,10,medium
West Roxbury,527430.0,2016,10,156,21,4,7,medium
West Roxbury,531689.0,2016,11,144,18,11,5,medium
West Roxbury,533876.0,2016,12,210,18,10,11,medium
West Roxbury,534945.0,2017,1,172,21,14,15,medium
West Roxbury,537970.0,2017,2,159,19,18,7,medium
West Roxbury,543480.0,2017,3,154,16,8,9,medium
West Roxbury,550786.0,2017,4,140,13,12,7,medium
West Roxbury,554884.0,2017,5,155,19,7,10,medium
West Roxbury,559775.0,2017,6,162,12,4,12,medium
West Roxbury,563820.0,2017,7,178,28,6,13,medium
West Roxbury,568787.0,2017,8,170,14,4,12,medium
West Roxbury,570843.0,2017,9,194,21,7,2,medium
West Roxbury,572022.0,2017,10,155,22,2,6,medium
West Roxbury,572363.0,2017,11,206,21,8,6,medium
West Roxbury,572792.0,2017,12,134,18,7,4,medium
West Roxbury,575215.0,2018,1,147,19,9,5,medium
West Roxbury,578105.0,2018,2,135,17,5,2,medium
West Roxbury,582578.0,2018,3,167,12,9,8,medium
West Roxbury,584922.0,2018,4,158,26,7,6,medium
West Roxbury,587447.0,2018,5,151,24,13,6,medium
West Roxbury,589090.0,2018,6,168,30,1,7,medium
West Roxbury,591944.0,2018,7,158,19,0,8,medium
West Roxbury,594148.0,2018,8,199,18,15,2,medium
West Roxbury,596202.0,2018,9,149,24,19,2,medium
West Roxbury,598200.0,2018,10,149,22,11,13,medium
West Roxbury,600801.0,2018,11,179,29,15,7,medium
West Roxbury,603446.0,2018,12,158,19,6,9,medium
West Roxbury,611839.0,2019,9,16,0,0,3,medium
West Roxbury,613045.0,2019,10,221,15,4,13,medium
West Roxbury,611935.0,2019,11,202,21,1,20,medium
West Roxbury,611171.0,2019,12,199,14,9,20,medium
West Roxbury,610818.0,2020,1,225,11,6,22,medium
West Roxbury,613904.0,2020,2,183,17,2,9,medium
West Roxbury,617509.0,2020,3,177,16,6,11,medium
West Roxbury,620230.0,2020,4,148,9,1,11,medium
West Roxbury,620429.0,2020,5,222,6,4,9,medium
West Roxbury,619559.0,2020,6,171,10,0,17,medium
West Roxbury,622196.0,2020,7,163,14,1,8,medium
West Roxbury,630036.0,2020,8,239,15,3,11,medium
West Roxbury,642288.0,2020,9,229,10,3,10,medium
West Roxbury,652159.0,2020,10,287,16,4,11,medium
West Roxbury,660179.0,2020,11,265,11,0,7,medium
West Roxbury,663226.0,2020,12,176,9,2,11,medium
West Roxbury,665757.0,2021,1,197,8,2,10,medium
West Roxbury,667762.0,2021,2,136,8,3,9,medium
West Roxbury,668334.0,2021,3,158,17,8,9,medium
West Roxbury,673443.0,2021,4,162,10,2,1,medium
West Roxbury,678333.0,2021,5,194,13,1,11,medium
West Roxbury,687816.0,2021,6,159,9,2,9,medium
West Roxbury,694576.0,2021,7,190,11,1,5,medium
West Roxbury,700022.0,2021,8,209,9,2,15,medium
West Roxbury,702038.0,2021,9,208,9,1,16,medium
